"Month","Day","Hour","Output power (W)"
"2","23","22","0"
"2","23","23","0"
"2","24","0","0"
"2","24","1","0"
"2","24","2","0"
"2","24","3","0"
"2","24","4","0"
"2","24","5","0"
"2","24","6","0"
"2","24","7","5.276"
"2","24","8","70.339"
"2","24","9","161.626"
"2","24","10","258.819"
"2","24","11","331.602"
"2","24","12","373.138"
"2","24","13","356.828"
"2","24","14","297.319"
"2","24","15","199.751"
"2","24","16","107.45"
"2","24","17","26.967"
"2","24","18","0"
"2","24","19","0"
"2","24","20","0"
"2","24","21","0"
"2","24","22","0"
"2","24","23","0"
"2","25","0","0"
"2","25","1","0"
"2","25","2","0"
"2","25","3","0"
"2","25","4","0"
"2","25","5","0"
"2","25","6","0"
"2","25","7","5.65"
"2","25","8","72.762"
"2","25","9","165.803"
"2","25","10","272.678"
"2","25","11","360.455"
"2","25","12","409.8"
"2","25","13","383.831"
"2","25","14","316.158"
"2","25","15","215.11"
"2","25","16","107.685"
"2","25","17","28.399"
"2","25","18","0"
"2","25","19","0"
"2","25","20","0"
"2","25","21","0"
"2","25","22","0"
"2","25","23","0"
"2","26","0","0"
"2","26","1","0"
"2","26","2","0"
"2","26","3","0"
"2","26","4","0"
"2","26","5","0"
"2","26","6","0"
"2","26","7","6.811"
"2","26","8","74.892"
"2","26","9","177.982"
"2","26","10","284.094"
"2","26","11","369.328"
"2","26","12","415.757"
"2","26","13","395.862"
"2","26","14","311.11"
"2","26","15","208.549"
"2","26","16","106.231"
"2","26","17","28.849"
"2","26","18","0"
"2","26","19","0"
"2","26","20","0"
"2","26","21","0"
"2","26","22","0"
"2","26","23","0"
"2","27","0","0"
"2","27","1","0"
"2","27","2","0"
"2","27","3","0"
"2","27","4","0"
"2","27","5","0"
"2","27","6","0"
"2","27","7","5.152"
"2","27","8","69.742"
"2","27","9","177.486"
"2","27","10","292.111"
"2","27","11","397.562"
"2","27","12","438.917"
"2","27","13","415.902"
"2","27","14","330.726"
"2","27","15","219.249"
"2","27","16","103.644"
"2","27","17","24.338"
"2","27","18","0"
"2","27","19","0"
"2","27","20","0"
"2","27","21","0"
"2","27","22","0"
"2","27","23","0"
"2","28","0","0"
"2","28","1","0"
"2","28","2","0"
"2","28","3","0"
"2","28","4","0"
"2","28","5","0"
"2","28","6","0"
"2","28","7","8.537"
"2","28","8","80.519"
"2","28","9","172.804"
"2","28","10","276.996"
"2","28","11","353.893"
"2","28","12","386.642"
"2","28","13","367.423"
"2","28","14","302.248"
"2","28","15","209.956"
"2","28","16","110.531"
"2","28","17","31.172"
"2","28","18","0"
"2","28","19","0"
"2","28","20","0"
"2","28","21","0"
"2","28","22","0"
"2","28","23","0"
"3","1","0","0"
"3","1","1","0"
"3","1","2","0"
"3","1","3","0"
"3","1","4","0"
"3","1","5","0"
"3","1","6","0"
"3","1","7","13.933"
"3","1","8","88.106"
"3","1","9","168.192"
"3","1","10","252.833"
"3","1","11","311.204"
"3","1","12","334.322"
"3","1","13","319.376"
"3","1","14","269.674"
"3","1","15","191.393"
"3","1","16","113.842"
"3","1","17","39.332"
"3","1","18","0"
"3","1","19","0"
"3","1","20","0"
"3","1","21","0"
"3","1","22","0"
"3","1","23","0"
"3","2","0","0"
"3","2","1","0"
"3","2","2","0"
"3","2","3","0"
"3","2","4","0"
"3","2","5","0"
"3","2","6","0"
"3","2","7","14.026"
"3","2","8","91.842"
"3","2","9","190.634"
"3","2","10","288.815"
"3","2","11","375.97"
"3","2","12","410.898"
"3","2","13","392.249"
"3","2","14","325.254"
"3","2","15","223.799"
"3","2","16","122.225"
"3","2","17","40.325"
"3","2","18","0"
"3","2","19","0"
"3","2","20","0"
"3","2","21","0"
"3","2","22","0"
"3","2","23","0"
"3","3","0","0"
"3","3","1","0"
"3","3","2","0"
"3","3","3","0"
"3","3","4","0"
"3","3","5","0"
"3","3","6","0"
"3","3","7","10.252"
"3","3","8","66.874"
"3","3","9","123.228"
"3","3","10","180.812"
"3","3","11","221.533"
"3","3","12","238.366"
"3","3","13","228.511"
"3","3","14","194.145"
"3","3","15","139.323"
"3","3","16","87.69"
"3","3","17","30.09"
"3","3","18","0"
"3","3","19","0"
"3","3","20","0"
"3","3","21","0"
"3","3","22","0"
"3","3","23","0"
"3","4","0","0"
"3","4","1","0"
"3","4","2","0"
"3","4","3","0"
"3","4","4","0"
"3","4","5","0"
"3","4","6","0"
"3","4","7","9.26"
"3","4","8","58.948"
"3","4","9","110.18"
"3","4","10","153.576"
"3","4","11","191.963"
"3","4","12","205.538"
"3","4","13","197.71"
"3","4","14","170.39"
"3","4","15","124.402"
"3","4","16","77.015"
"3","4","17","26.217"
"3","4","18","0"
"3","4","19","0"
"3","4","20","0"
"3","4","21","0"
"3","4","22","0"
"3","4","23","0"
"3","5","0","0"
"3","5","1","0"
"3","5","2","0"
"3","5","3","0"
"3","5","4","0"
"3","5","5","0"
"3","5","6","0"
"3","5","7","8.245"
"3","5","8","49.073"
"3","5","9","93.729"
"3","5","10","130.894"
"3","5","11","163.986"
"3","5","12","175.083"
"3","5","13","171.146"
"3","5","14","142.094"
"3","5","15","108.577"
"3","5","16","64.787"
"3","5","17","21.827"
"3","5","18","0"
"3","5","19","0"
"3","5","20","0"
"3","5","21","0"
"3","5","22","0"
"3","5","23","0"
"3","6","0","0"
"3","6","1","0"
"3","6","2","0"
"3","6","3","0"
"3","6","4","0"
"3","6","5","0"
"3","6","6","0"
"3","6","7","22.759"
"3","6","8","94.866"
"3","6","9","174.509"
"3","6","10","248.049"
"3","6","11","309.843"
"3","6","12","332.373"
"3","6","13","317.936"
"3","6","14","269.794"
"3","6","15","194.536"
"3","6","16","119.587"
"3","6","17","46.764"
"3","6","18","0"
"3","6","19","0"
"3","6","20","0"
"3","6","21","0"
"3","6","22","0"
"3","6","23","0"
"3","7","0","0"
"3","7","1","0"
"3","7","2","0"
"3","7","3","0"
"3","7","4","0"
"3","7","5","0"
"3","7","6","0"
"3","7","7","24.961"
"3","7","8","103.21"
"3","7","9","187.679"
"3","7","10","276.758"
"3","7","11","345.273"
"3","7","12","376.64"
"3","7","13","359.718"
"3","7","14","300.415"
"3","7","15","216.924"
"3","7","16","127.308"
"3","7","17","48.677"
"3","7","18","0"
"3","7","19","0"
"3","7","20","0"
"3","7","21","0"
"3","7","22","0"
"3","7","23","0"
"3","8","0","0"
"3","8","1","0"
"3","8","2","0"
"3","8","3","0"
"3","8","4","0"
"3","8","5","0"
"3","8","6","0"
"3","8","7","26.931"
"3","8","8","104.878"
"3","8","9","186.92"
"3","8","10","273.771"
"3","8","11","339.754"
"3","8","12","369.708"
"3","8","13","353.298"
"3","8","14","298.534"
"3","8","15","210.697"
"3","8","16","128.94"
"3","8","17","50.079"
"3","8","18","0"
"3","8","19","0"
"3","8","20","0"
"3","8","21","0"
"3","8","22","0"
"3","8","23","0"
"3","9","0","0"
"3","9","1","0"
"3","9","2","0"
"3","9","3","0"
"3","9","4","0"
"3","9","5","0"
"3","9","6","0"
"3","9","7","28.326"
"3","9","8","98.878"
"3","9","9","176.408"
"3","9","10","246.167"
"3","9","11","306.792"
"3","9","12","328.587"
"3","9","13","313.988"
"3","9","14","260.052"
"3","9","15","193.759"
"3","9","16","121.867"
"3","9","17","50.438"
"3","9","18","0"
"3","9","19","0"
"3","9","20","0"
"3","9","21","0"
"3","9","22","0"
"3","9","23","0"
"3","10","0","0"
"3","10","1","0"
"3","10","2","0"
"3","10","3","0"
"3","10","4","0"
"3","10","5","0"
"3","10","6","0"
"3","10","7","31.373"
"3","10","8","109.085"
"3","10","9","191.097"
"3","10","10","277.183"
"3","10","11","336.541"
"3","10","12","361.258"
"3","10","13","350.707"
"3","10","14","300.107"
"3","10","15","215.189"
"3","10","16","132.16"
"3","10","17","53.404"
"3","10","18","0"
"3","10","19","0"
"3","10","20","0"
"3","10","21","0"
"3","10","22","0"
"3","10","23","0"
"3","11","0","0"
"3","11","1","0"
"3","11","2","0"
"3","11","3","0"
"3","11","4","0"
"3","11","5","0"
"3","11","6","0"
"3","11","7","30.472"
"3","11","8","99.022"
"3","11","9","171.787"
"3","11","10","238.792"
"3","11","11","291.935"
"3","11","12","321.364"
"3","11","13","307.36"
"3","11","14","254.347"
"3","11","15","188.728"
"3","11","16","115.984"
"3","11","17","51.542"
"3","11","18","0"
"3","11","19","0"
"3","11","20","0"
"3","11","21","0"
"3","11","22","0"
"3","11","23","0"
"3","12","0","0"
"3","12","1","0"
"3","12","2","0"
"3","12","3","0"
"3","12","4","0"
"3","12","5","0"
"3","12","6","0"
"3","12","7","30.829"
"3","12","8","116.549"
"3","12","9","226.019"
"3","12","10","347.029"
"3","12","11","439.437"
"3","12","12","484.074"
"3","12","13","462.344"
"3","12","14","383.279"
"3","12","15","269.494"
"3","12","16","150.111"
"3","12","17","55.246"
"3","12","18","0"
"3","12","19","0"
"3","12","20","0"
"3","12","21","0"
"3","12","22","0"
"3","12","23","0"
"3","13","0","0"
"3","13","1","0"
"3","13","2","0"
"3","13","3","0"
"3","13","4","0"
"3","13","5","0"
"3","13","6","0"
"3","13","7","34.762"
"3","13","8","122.66"
"3","13","9","227.502"
"3","13","10","344.731"
"3","13","11","432.362"
"3","13","12","472.715"
"3","13","13","452.823"
"3","13","14","378.709"
"3","13","15","270.713"
"3","13","16","151.608"
"3","13","17","56.596"
"3","13","18","0.211"
"3","13","19","0"
"3","13","20","0"
"3","13","21","0"
"3","13","22","0"
"3","13","23","0"
"3","14","0","0"
"3","14","1","0"
"3","14","2","0"
"3","14","3","0"
"3","14","4","0"
"3","14","5","0"
"3","14","6","0"
"3","14","7","39.934"
"3","14","8","124.262"
"3","14","9","230.643"
"3","14","10","342.236"
"3","14","11","426.683"
"3","14","12","464.056"
"3","14","13","442.305"
"3","14","14","369.333"
"3","14","15","258.666"
"3","14","16","153.479"
"3","14","17","60.677"
"3","14","18","1.162"
"3","14","19","0"
"3","14","20","0"
"3","14","21","0"
"3","14","22","0"
"3","14","23","0"
"3","15","0","0"
"3","15","1","0"
"3","15","2","0"
"3","15","3","0"
"3","15","4","0"
"3","15","5","0"
"3","15","6","0"
"3","15","7","40.901"
"3","15","8","130.773"
"3","15","9","235.469"
"3","15","10","351.924"
"3","15","11","442.585"
"3","15","12","483.14"
"3","15","13","459.606"
"3","15","14","380.35"
"3","15","15","265.522"
"3","15","16","155.146"
"3","15","17","60.523"
"3","15","18","1.127"
"3","15","19","0"
"3","15","20","0"
"3","15","21","0"
"3","15","22","0"
"3","15","23","0"
"3","16","0","0"
"3","16","1","0"
"3","16","2","0"
"3","16","3","0"
"3","16","4","0"
"3","16","5","0"
"3","16","6","0"
"3","16","7","43.944"
"3","16","8","134.289"
"3","16","9","239.033"
"3","16","10","350.898"
"3","16","11","431.897"
"3","16","12","466.187"
"3","16","13","443.145"
"3","16","14","367.416"
"3","16","15","259.651"
"3","16","16","154.692"
"3","16","17","62.714"
"3","16","18","1.918"
"3","16","19","0"
"3","16","20","0"
"3","16","21","0"
"3","16","22","0"
"3","16","23","0"
"3","17","0","0"
"3","17","1","0"
"3","17","2","0"
"3","17","3","0"
"3","17","4","0"
"3","17","5","0"
"3","17","6","0"
"3","17","7","47.083"
"3","17","8","133.157"
"3","17","9","238.594"
"3","17","10","345.655"
"3","17","11","418.666"
"3","17","12","447.124"
"3","17","13","424.686"
"3","17","14","364.322"
"3","17","15","262.07"
"3","17","16","157.896"
"3","17","17","65.229"
"3","17","18","2.79"
"3","17","19","0"
"3","17","20","0"
"3","17","21","0"
"3","17","22","0"
"3","17","23","0"
"3","18","0","0"
"3","18","1","0"
"3","18","2","0"
"3","18","3","0"
"3","18","4","0"
"3","18","5","0"
"3","18","6","0"
"3","18","7","50.183"
"3","18","8","133.842"
"3","18","9","231.86"
"3","18","10","324.004"
"3","18","11","407.554"
"3","18","12","443.219"
"3","18","13","425.381"
"3","18","14","349.858"
"3","18","15","256.652"
"3","18","16","153.48"
"3","18","17","67.46"
"3","18","18","3.558"
"3","18","19","0"
"3","18","20","0"
"3","18","21","0"
"3","18","22","0"
"3","18","23","0"
"3","19","0","0"
"3","19","1","0"
"3","19","2","0"
"3","19","3","0"
"3","19","4","0"
"3","19","5","0"
"3","19","6","0"
"3","19","7","45.041"
"3","19","8","113.151"
"3","19","9","187.955"
"3","19","10","254.782"
"3","19","11","302.95"
"3","19","12","322.929"
"3","19","13","299.732"
"3","19","14","260.747"
"3","19","15","200.327"
"3","19","16","126.718"
"3","19","17","61.858"
"3","19","18","3.543"
"3","19","19","0"
"3","19","20","0"
"3","19","21","0"
"3","19","22","0"
"3","19","23","0"
"3","20","0","0"
"3","20","1","0"
"3","20","2","0"
"3","20","3","0"
"3","20","4","0"
"3","20","5","0"
"3","20","6","0"
"3","20","7","35.558"
"3","20","8","94.391"
"3","20","9","151.285"
"3","20","10","209.733"
"3","20","11","248.383"
"3","20","12","262.795"
"3","20","13","250.54"
"3","20","14","215.571"
"3","20","15","158.733"
"3","20","16","106.577"
"3","20","17","48.76"
"3","20","18","2.763"
"3","20","19","0"
"3","20","20","0"
"3","20","21","0"
"3","20","22","0"
"3","20","23","0"
"3","21","0","0"
"3","21","1","0"
"3","21","2","0"
"3","21","3","0"
"3","21","4","0"
"3","21","5","0"
"3","21","6","0"
"3","21","7","56.323"
"3","21","8","148.646"
"3","21","9","251.481"
"3","21","10","359.39"
"3","21","11","441.381"
"3","21","12","477.922"
"3","21","13","453.858"
"3","21","14","377.204"
"3","21","15","265.257"
"3","21","16","163.392"
"3","21","17","70.837"
"3","21","18","6.319"
"3","21","19","0"
"3","21","20","0"
"3","21","21","0"
"3","21","22","0"
"3","21","23","0"
"3","22","0","0"
"3","22","1","0"
"3","22","2","0"
"3","22","3","0"
"3","22","4","0"
"3","22","5","0"
"3","22","6","0.375"
"3","22","7","60.688"
"3","22","8","145.228"
"3","22","9","244.008"
"3","22","10","335.791"
"3","22","11","409.943"
"3","22","12","434.722"
"3","22","13","413.669"
"3","22","14","343.035"
"3","22","15","255.601"
"3","22","16","156.746"
"3","22","17","73.577"
"3","22","18","6.928"
"3","22","19","0"
"3","22","20","0"
"3","22","21","0"
"3","22","22","0"
"3","22","23","0"
"3","23","0","0"
"3","23","1","0"
"3","23","2","0"
"3","23","3","0"
"3","23","4","0"
"3","23","5","0"
"3","23","6","0.325"
"3","23","7","60.249"
"3","23","8","135.614"
"3","23","9","212.791"
"3","23","10","296.821"
"3","23","11","356.456"
"3","23","12","381.598"
"3","23","13","364.103"
"3","23","14","309.888"
"3","23","15","228.208"
"3","23","16","147.959"
"3","23","17","71.316"
"3","23","18","8.606"
"3","23","19","0"
"3","23","20","0"
"3","23","21","0"
"3","23","22","0"
"3","23","23","0"
"3","24","0","0"
"3","24","1","0"
"3","24","2","0"
"3","24","3","0"
"3","24","4","0"
"3","24","5","0"
"3","24","6","2.11"
"3","24","7","62.972"
"3","24","8","143.807"
"3","24","9","228.107"
"3","24","10","314.825"
"3","24","11","374.362"
"3","24","12","397.075"
"3","24","13","377.559"
"3","24","14","326.758"
"3","24","15","241.577"
"3","24","16","155.313"
"3","24","17","73.961"
"3","24","18","9.278"
"3","24","19","0"
"3","24","20","0"
"3","24","21","0"
"3","24","22","0"
"3","24","23","0"
"3","25","0","0"
"3","25","1","0"
"3","25","2","0"
"3","25","3","0"
"3","25","4","0"
"3","25","5","0"
"3","25","6","1.931"
"3","25","7","60.484"
"3","25","8","157.982"
"3","25","9","273.089"
"3","25","10","394.299"
"3","25","11","483.325"
"3","25","12","521.137"
"3","25","13","498.955"
"3","25","14","419.171"
"3","25","15","305.856"
"3","25","16","180.336"
"3","25","17","78.08"
"3","25","18","9.293"
"3","25","19","0"
"3","25","20","0"
"3","25","21","0"
"3","25","22","0"
"3","25","23","0"
"3","26","0","0"
"3","26","1","0"
"3","26","2","0"
"3","26","3","0"
"3","26","4","0"
"3","26","5","0"
"3","26","6","2.27"
"3","26","7","64.178"
"3","26","8","164.832"
"3","26","9","292.839"
"3","26","10","417.326"
"3","26","11","518.232"
"3","26","12","554.999"
"3","26","13","525.738"
"3","26","14","431.37"
"3","26","15","310.34"
"3","26","16","179.496"
"3","26","17","77.173"
"3","26","18","9.254"
"3","26","19","0"
"3","26","20","0"
"3","26","21","0"
"3","26","22","0"
"3","26","23","0"
"3","27","0","0"
"3","27","1","0"
"3","27","2","0"
"3","27","3","0"
"3","27","4","0"
"3","27","5","0"
"3","27","6","5.136"
"3","27","7","71.168"
"3","27","8","165.892"
"3","27","9","270.378"
"3","27","10","378.171"
"3","27","11","460.585"
"3","27","12","496.4"
"3","27","13","472.025"
"3","27","14","397.681"
"3","27","15","286.82"
"3","27","16","177.739"
"3","27","17","80.249"
"3","27","18","11.535"
"3","27","19","0"
"3","27","20","0"
"3","27","21","0"
"3","27","22","0"
"3","27","23","0"
"3","28","0","0"
"3","28","1","0"
"3","28","2","0"
"3","28","3","0"
"3","28","4","0"
"3","28","5","0"
"3","28","6","4.053"
"3","28","7","66.807"
"3","28","8","167.324"
"3","28","9","287.807"
"3","28","10","409.617"
"3","28","11","502.679"
"3","28","12","549.715"
"3","28","13","523.009"
"3","28","14","440.756"
"3","28","15","311.955"
"3","28","16","184.299"
"3","28","17","76.88"
"3","28","18","9.739"
"3","28","19","0"
"3","28","20","0"
"3","28","21","0"
"3","28","22","0"
"3","28","23","0"
"3","29","0","0"
"3","29","1","0"
"3","29","2","0"
"3","29","3","0"
"3","29","4","0"
"3","29","5","0"
"3","29","6","3.073"
"3","29","7","60.333"
"3","29","8","168.07"
"3","29","9","310.322"
"3","29","10","448.909"
"3","29","11","558.255"
"3","29","12","612.356"
"3","29","13","582.002"
"3","29","14","476.913"
"3","29","15","336.043"
"3","29","16","187.073"
"3","29","17","72.766"
"3","29","18","8.513"
"3","29","19","0"
"3","29","20","0"
"3","29","21","0"
"3","29","22","0"
"3","29","23","0"
"3","30","0","0"
"3","30","1","0"
"3","30","2","0"
"3","30","3","0"
"3","30","4","0"
"3","30","5","0"
"3","30","6","6.859"
"3","30","7","74.123"
"3","30","8","176.352"
"3","30","9","306.357"
"3","30","10","429.227"
"3","30","11","529.582"
"3","30","12","564.919"
"3","30","13","535.096"
"3","30","14","436.865"
"3","30","15","314.25"
"3","30","16","183.97"
"3","30","17","82.972"
"3","30","18","12.682"
"3","30","19","0"
"3","30","20","0"
"3","30","21","0"
"3","30","22","0"
"3","30","23","0"
"3","31","0","0"
"3","31","1","0"
"3","31","2","0"
"3","31","3","0"
"3","31","4","0"
"3","31","5","0"
"3","31","6","10.496"
"3","31","7","80.548"
"3","31","8","176.585"
"3","31","9","278.817"
"3","31","10","383.572"
"3","31","11","464.175"
"3","31","12","499.695"
"3","31","13","473.928"
"3","31","14","400.078"
"3","31","15","291.338"
"3","31","16","183.302"
"3","31","17","86.878"
"3","31","18","15.701"
"3","31","19","0"
"3","31","20","0"
"3","31","21","0"
"3","31","22","0"
"3","31","23","0"
"4","1","0","0"
"4","1","1","0"
"4","1","2","0"
"4","1","3","0"
"4","1","4","0"
"4","1","5","0"
"4","1","6","6.903"
"4","1","7","70.353"
"4","1","8","177.604"
"4","1","9","311.597"
"4","1","10","434.085"
"4","1","11","538.089"
"4","1","12","582.949"
"4","1","13","547.956"
"4","1","14","447.577"
"4","1","15","311.159"
"4","1","16","180.177"
"4","1","17","75.083"
"4","1","18","10.606"
"4","1","19","0"
"4","1","20","0"
"4","1","21","0"
"4","1","22","0"
"4","1","23","0"
"4","2","0","0"
"4","2","1","0"
"4","2","2","0"
"4","2","3","0"
"4","2","4","0"
"4","2","5","0"
"4","2","6","10.974"
"4","2","7","79.288"
"4","2","8","178.374"
"4","2","9","297.24"
"4","2","10","405.556"
"4","2","11","504.661"
"4","2","12","541.842"
"4","2","13","513.139"
"4","2","14","424.052"
"4","2","15","311.046"
"4","2","16","187.27"
"4","2","17","86.571"
"4","2","18","15.385"
"4","2","19","0"
"4","2","20","0"
"4","2","21","0"
"4","2","22","0"
"4","2","23","0"
"4","3","0","0"
"4","3","1","0"
"4","3","2","0"
"4","3","3","0"
"4","3","4","0"
"4","3","5","0"
"4","3","6","12.185"
"4","3","7","81.765"
"4","3","8","183.161"
"4","3","9","304.601"
"4","3","10","415.826"
"4","3","11","516.809"
"4","3","12","554.972"
"4","3","13","523.208"
"4","3","14","442.122"
"4","3","15","314.572"
"4","3","16","186.053"
"4","3","17","85.032"
"4","3","18","15.256"
"4","3","19","0"
"4","3","20","0"
"4","3","21","0"
"4","3","22","0"
"4","3","23","0"
"4","4","0","0"
"4","4","1","0"
"4","4","2","0"
"4","4","3","0"
"4","4","4","0"
"4","4","5","0"
"4","4","6","15.488"
"4","4","7","87.963"
"4","4","8","183.634"
"4","4","9","287.582"
"4","4","10","392.599"
"4","4","11","476.288"
"4","4","12","511.721"
"4","4","13","483.411"
"4","4","14","407.737"
"4","4","15","296.281"
"4","4","16","186.967"
"4","4","17","89.465"
"4","4","18","19.177"
"4","4","19","0"
"4","4","20","0"
"4","4","21","0"
"4","4","22","0"
"4","4","23","0"
"4","5","0","0"
"4","5","1","0"
"4","5","2","0"
"4","5","3","0"
"4","5","4","0"
"4","5","5","0"
"4","5","6","11.431"
"4","5","7","62.443"
"4","5","8","121.374"
"4","5","9","176.198"
"4","5","10","231.883"
"4","5","11","268.89"
"4","5","12","281.242"
"4","5","13","268.737"
"4","5","14","231.947"
"4","5","15","174.336"
"4","5","16","122.585"
"4","5","17","65.696"
"4","5","18","14.487"
"4","5","19","0"
"4","5","20","0"
"4","5","21","0"
"4","5","22","0"
"4","5","23","0"
"4","6","0","0"
"4","6","1","0"
"4","6","2","0"
"4","6","3","0"
"4","6","4","0"
"4","6","5","0"
"4","6","6","8.65"
"4","6","7","49.761"
"4","6","8","97.587"
"4","6","9","140.406"
"4","6","10","183.78"
"4","6","11","210.591"
"4","6","12","220.811"
"4","6","13","210.345"
"4","6","14","183.276"
"4","6","15","140.302"
"4","6","16","97.788"
"4","6","17","51.86"
"4","6","18","11.068"
"4","6","19","0"
"4","6","20","0"
"4","6","21","0"
"4","6","22","0"
"4","6","23","0"
"4","7","0","0"
"4","7","1","0"
"4","7","2","0"
"4","7","3","0"
"4","7","4","0"
"4","7","5","0"
"4","7","6","21.885"
"4","7","7","94.248"
"4","7","8","178.883"
"4","7","9","275.21"
"4","7","10","368.851"
"4","7","11","445.047"
"4","7","12","470.11"
"4","7","13","445.565"
"4","7","14","370.825"
"4","7","15","278.734"
"4","7","16","179.574"
"4","7","17","95.367"
"4","7","18","23.955"
"4","7","19","0"
"4","7","20","0"
"4","7","21","0"
"4","7","22","0"
"4","7","23","0"
"4","8","0","0"
"4","8","1","0"
"4","8","2","0"
"4","8","3","0"
"4","8","4","0"
"4","8","5","0"
"4","8","6","10.381"
"4","8","7","53.226"
"4","8","8","101.125"
"4","8","9","146.082"
"4","8","10","190.619"
"4","8","11","220.135"
"4","8","12","231.957"
"4","8","13","221.145"
"4","8","14","191.77"
"4","8","15","146.234"
"4","8","16","100.965"
"4","8","17","53.894"
"4","8","18","12.88"
"4","8","19","0"
"4","8","20","0"
"4","8","21","0"
"4","8","22","0"
"4","8","23","0"
"4","9","0","0"
"4","9","1","0"
"4","9","2","0"
"4","9","3","0"
"4","9","4","0"
"4","9","5","0"
"4","9","6","18.475"
"4","9","7","92.653"
"4","9","8","206.362"
"4","9","9","340.04"
"4","9","10","471.554"
"4","9","11","549.747"
"4","9","12","556.28"
"4","9","13","544.397"
"4","9","14","469.38"
"4","9","15","340.016"
"4","9","16","203.804"
"4","9","17","90.498"
"4","9","18","19.454"
"4","9","19","0"
"4","9","20","0"
"4","9","21","0"
"4","9","22","0"
"4","9","23","0"
"4","10","0","0"
"4","10","1","0"
"4","10","2","0"
"4","10","3","0"
"4","10","4","0"
"4","10","5","0"
"4","10","6","19.442"
"4","10","7","92.378"
"4","10","8","204.816"
"4","10","9","337.931"
"4","10","10","471.317"
"4","10","11","568.983"
"4","10","12","608.844"
"4","10","13","572.43"
"4","10","14","477.203"
"4","10","15","342.45"
"4","10","16","200.62"
"4","10","17","89.345"
"4","10","18","18.715"
"4","10","19","0"
"4","10","20","0"
"4","10","21","0"
"4","10","22","0"
"4","10","23","0"
"4","11","0","0"
"4","11","1","0"
"4","11","2","0"
"4","11","3","0"
"4","11","4","0"
"4","11","5","0"
"4","11","6","22.45"
"4","11","7","83.163"
"4","11","8","143.214"
"4","11","9","207.994"
"4","11","10","263.853"
"4","11","11","308.71"
"4","11","12","331.88"
"4","11","13","308.089"
"4","11","14","269.219"
"4","11","15","210.371"
"4","11","16","143.748"
"4","11","17","81.82"
"4","11","18","22.497"
"4","11","19","0"
"4","11","20","0"
"4","11","21","0"
"4","11","22","0"
"4","11","23","0"
"4","12","0","0"
"4","12","1","0"
"4","12","2","0"
"4","12","3","0"
"4","12","4","0"
"4","12","5","0"
"4","12","6","27.665"
"4","12","7","104.443"
"4","12","8","207.469"
"4","12","9","327.452"
"4","12","10","433.457"
"4","12","11","530.342"
"4","12","12","565.275"
"4","12","13","533.619"
"4","12","14","446.236"
"4","12","15","330.524"
"4","12","16","203.296"
"4","12","17","100.296"
"4","12","18","26.559"
"4","12","19","0"
"4","12","20","0"
"4","12","21","0"
"4","12","22","0"
"4","12","23","0"
"4","13","0","0"
"4","13","1","0"
"4","13","2","0"
"4","13","3","0"
"4","13","4","0"
"4","13","5","0"
"4","13","6","32.061"
"4","13","7","108.781"
"4","13","8","211.295"
"4","13","9","322.387"
"4","13","10","434.479"
"4","13","11","509.234"
"4","13","12","537.155"
"4","13","13","513.78"
"4","13","14","440.204"
"4","13","15","326.62"
"4","13","16","209.223"
"4","13","17","106.309"
"4","13","18","30.881"
"4","13","19","0"
"4","13","20","0"
"4","13","21","0"
"4","13","22","0"
"4","13","23","0"
"4","14","0","0"
"4","14","1","0"
"4","14","2","0"
"4","14","3","0"
"4","14","4","0"
"4","14","5","0"
"4","14","6","28.887"
"4","14","7","107.504"
"4","14","8","220.967"
"4","14","9","346.797"
"4","14","10","483.247"
"4","14","11","583.359"
"4","14","12","626.494"
"4","14","13","587.954"
"4","14","14","487.419"
"4","14","15","344.007"
"4","14","16","211.319"
"4","14","17","99.565"
"4","14","18","25.679"
"4","14","19","0"
"4","14","20","0"
"4","14","21","0"
"4","14","22","0"
"4","14","23","0"
"4","15","0","0"
"4","15","1","0"
"4","15","2","0"
"4","15","3","0"
"4","15","4","0"
"4","15","5","0"
"4","15","6","38.489"
"4","15","7","114.841"
"4","15","8","205.86"
"4","15","9","310.051"
"4","15","10","403.112"
"4","15","11","470.166"
"4","15","12","470.029"
"4","15","13","445.213"
"4","15","14","375.938"
"4","15","15","295.71"
"4","15","16","193.574"
"4","15","17","106.335"
"4","15","18","34.425"
"4","15","19","0"
"4","15","20","0"
"4","15","21","0"
"4","15","22","0"
"4","15","23","0"
"4","16","0","0"
"4","16","1","0"
"4","16","2","0"
"4","16","3","0"
"4","16","4","0"
"4","16","5","0"
"4","16","6","32.275"
"4","16","7","111.219"
"4","16","8","228.004"
"4","16","9","354.954"
"4","16","10","480.223"
"4","16","11","561.639"
"4","16","12","588.906"
"4","16","13","554.659"
"4","16","14","466.786"
"4","16","15","339.554"
"4","16","16","212.141"
"4","16","17","101.135"
"4","16","18","28.539"
"4","16","19","0"
"4","16","20","0"
"4","16","21","0"
"4","16","22","0"
"4","16","23","0"
"4","17","0","0"
"4","17","1","0"
"4","17","2","0"
"4","17","3","0"
"4","17","4","0"
"4","17","5","0"
"4","17","6","41.188"
"4","17","7","115.775"
"4","17","8","204.586"
"4","17","9","302.019"
"4","17","10","387.476"
"4","17","11","454.495"
"4","17","12","473.428"
"4","17","13","447.763"
"4","17","14","388.059"
"4","17","15","299.603"
"4","17","16","195.519"
"4","17","17","107.188"
